,time,open,high,low,close,volume,BBANDS_upperband,BBANDS_middleband,BBANDS_lowerband,DEMA,EMA,HT_TRENDLINE,KAMA,MA,MIDPOINT,SMA,T3,TEMA,TRIMA,WMA,LINEARREG,LINEARREG_INTERCEPT,AD,ADOSC,APO,HT_PHASOR_inphase,HT_PHASOR_quadrature,LINEARREG_SLOPE,MACD_macd,MACD_macdsignal,MACD_macdhist,MINUS_DM,MOM,OBV,PLUS_DM,STDDEV,TRANGE,ADX,ADXR,AROON_aroondown,AROON_aroonup,AROONOSC,BOP,CCI,DX,MFI,MINUS_DI,PLUS_DI,RSI,STOCH_slowk,STOCH_slowd,STOCHF_fastk,STOCHF_fastd,STOCHRSI_fastk,STOCHRSI_fastd,TRIX,ULTOSC,WILLR,ATR,NATR,HT_DCPERIOD,HT_DCPHASE,HT_SINE_sine,HT_SINE_leadsine,HT_TRENDMODE,BETA,CORREL,LINEARREG_ANGLE,buy_price,sell_price,buy_fep,buy_fet,sell_fep,sell_fet,buy_executed,sell_executed,y_buy,y_sell,buy_cost,sell_cost,y_pred_buy,y_pred_sell,cum_ret,poss,MARUBOZU,HAMMER,DOJI
186,2021-07-06 07:00:00,302.04,322.5,301.8,319.92,2066912.3595,0.03881068876065988,-0.02868842210552637,-0.09618753297171262,,,,,,,,,,,,,,18399.48216730549,4943.684795226254,,,,,,,,,0.1258752188047013,20957.397171167795,,0.0337495554330931,0.0647036759189797,,,,,,0.8637681159420293,,,,,,,80.66716573415398,67.66791249003107,94.40347071583517,80.66716573415398,,,,,,,,,,,,0,0.5534955432518549,,,304.92,334.92,312.51,2.0,334.92,1.0,0.0,1.0,0.0,0.06731150125403089,0.0,-0.04708672168042007,-0.001022734691508131,0.02670231769356451,0.16841586218230187,-1.0,0,0,0
187,2021-07-07 07:00:00,319.91,340.0,318.23,327.51,1779058.2937,0.012252536784845482,-0.05518915452963282,-0.12263084584411113,,,,,,,,,,,,,,17172.114092179443,4665.432488168062,,,,,,,,,0.11187444658178372,25903.785523190134,,0.033720845657239186,0.06647125278617441,,,,,,0.34910427193385263,,,,,,,79.7024757161726,76.01562492299935,78.17578193255285,79.7024757161726,,,,,,,,,,,,0,0.6501156364428802,,,312.51,342.51,312.51,1.0,322.4,8.0,1.0,0.0,0.03204698729640647,0.0,-0.04600012824035906,0.0,-0.0078111816766710165,0.023180331923627406,0.21441599042266093,0.0,0,0,0
188,2021-07-08 07:00:00,327.51,328.21,304.4,310.14,1644090.8501,0.04952863338809129,-0.009231314890049837,-0.06799126316819097,,,,,,,,,,,,,,15388.686485245697,3534.6650275285606,,,,,,,,,0.06493841490939571,22053.453106983947,,0.029379974139070605,0.07677178048623204,,,,,,-0.7295254094918103,,,,,,,70.54682571272798,76.97215572101818,39.06122448979589,70.54682571272798,,,,,,,,,,,,0,0.9052939570944367,,,295.14,325.14,295.94,6.0,322.4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005176123629535304,0.012626333568224424,0.21441599042266093,0.0,0,0,0
189,2021-07-09 07:00:00,310.08,319.69,301.43,317.09,1106411.786,0.06980242951789613,0.015061969787757095,-0.03967848994238195,,,,,,-0.02201267778864051,,,,,,0.006632636971026745,-0.10449128908872214,17547.00583791062,3379.9605463256885,,,,0.008547994312288375,,,,0.09830016714497467,0.051404963890377985,25059.35139108771,0.2578447759311238,0.02737022986506952,0.0575861742722886,,,,,,0.38389923329682335,76.61362189688101,,,,,,56.827301460510796,69.02553429647047,53.244897959183625,56.827301460510796,,,,,-30.248217586480095,,,,,,,0,0.8558485552954501,,69.74907270043187,302.09,332.09,295.94,5.0,322.4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004973505427297432,0.0019844076229424057,0.21441599042266093,0.0,0,0,0
190,2021-07-10 07:00:00,317.09,321.44,310.57,316.12,818970.9225,0.042610090198364724,0.0068043780842716485,-0.029001334029821423,,,,,,-0.02741047703403759,,,,,,0.01164476419442956,-0.08718569801702855,17655.6649775842,3067.869942319726,,,,0.007602343247035238,,,,0.09155881130131419,0.03925724408452494,22545.548557826147,0.24569783626470973,0.017902856057046557,0.03438567632544605,,,0.0,78.57142857142857,78.57142857142857,-0.08923643054277554,82.76045546451016,45.70377665668403,59.645770421480705,11.085183097975067,29.74706052929624,65.30166988335992,43.46423941627466,56.94612219650448,38.08659579984444,43.46423941627466,,,,,-33.978372225384184,20.025000000000002,6.334619764646337,,,,,0,0.8951400835314048,,67.40767258165766,302.12,330.12,295.94,4.0,322.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009597740462486877,0.0035813017296949645,0.21441599042266093,0.0,0,0,100
191,2021-07-11 07:00:00,316.12,326.82,312.21,322.16,799617.835,0.0335903751913963,-0.002827787434815179,-0.03924595006102666,,,,,,-0.037791780481748055,,,,,,0.001127212742559344,-0.09887367412820643,18223.35191021955,2893.191807978593,,,,0.00769237591313583,,,,0.08342492385581005,0.1078035758629253,24604.90639775267,0.24057034658909515,0.018209081313105783,0.04535013657809788,,,0.0,71.42857142857143,71.42857142857143,0.4134154688569483,93.80341209820004,48.50238169140416,58.470530287234446,10.455160187694435,30.14928145868473,67.09757187364197,48.35930960405941,49.550283493614955,53.74643505315017,48.35930960405941,,,,,-28.050314465408757,19.63821428571429,6.095795345702226,,,,,0,0.9549913674544485,,68.02480970134776,309.16,335.16,295.94,3.0,322.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010761585841778278,0.003017037088895462,0.21441599042266093,0.0,0,0,0
192,2021-07-12 07:00:00,322.17,334.37,308.57,316.12,1322836.6575,0.007897179966071328,-0.016272301657598756,-0.040441783281268844,,,,,,-0.044698215867392116,,,,,,0.020731729361363384,-0.07032862746515747,16836.064620095127,2079.3867075154308,,,,0.007004642832809301,,,,0.0789461179077658,0.09157914715930655,20890.421319751997,0.2515382624010001,0.012084740811835058,0.08161457674300902,,,28.571428571428573,64.28571428571429,35.714285714285715,-0.23449612403100809,76.6227513459099,52.22399446896231,50.67983647292424,9.435336620448085,30.062886454389844,63.55507885928864,45.47642214427892,45.766657054871,44.59623557984214,45.47642214427892,,,,,-37.547169811320735,20.0783418367347,6.351493684909117,,,,,0,0.6193515495319875,,65.69566405347015,303.12,329.12,295.94,2.0,322.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004404015971006905,0.0014662100905319549,0.21441599042266093,0.0,0,0,0
193,2021-07-13 07:00:00,316.11,318.33,305.2,308.94,930032.3155,0.041294572617685536,0.013986534602188029,-0.013321503413309477,,,,,,-0.0143231695474848,,,,,,0.041539272535581866,-0.04203867602585757,15931.936422259403,1158.311091857576,,,,0.006429072966264574,,,,0.0859190893074564,0.034990613064025386,18365.53269922963,0.23899961657664778,0.013654019007748713,0.04250016184372368,,,21.42857142857143,57.142857142857146,35.714285714285715,-0.5460776846915475,18.752192017549035,47.11348546482084,42.621956520397994,10.259007231999027,28.537299623030787,59.53142454166864,40.38056638990858,44.738766046082304,22.79902853673343,40.38056638990858,,,,,-48.83647798742137,19.582031705539368,6.338457857687373,,,,,0,0.21365176601780808,,63.27590965669805,295.94,321.94,295.94,1.0,322.4,2.0,1.0,0.0,0.08981001554369121,0.0,-0.04227936816210267,0.0,-0.030780140242190356,-0.006464234530780332,0.21441599042266093,0.0,0,0,0
194,2021-07-14 07:00:00,308.98,313.46,290.24,309.4,1430288.4026,0.0728185159019507,0.0410407239819002,0.00926293206184972,,,,,,0.017744020685197186,,,,,,0.038057992427739905,-0.03890294579370161,18914.450810635026,1611.9790792503832,,,,0.005920072170880123,,,,0.12801504406186912,0.005753070458952724,22961.008644796388,0.22159826394114515,0.01588889596002528,0.07504848093083379,,,14.285714285714286,50.0,35.714285714285715,0.018087855297155883,-26.573955532072883,26.767636625110736,43.97210114020904,15.03282743502459,26.022320158857966,59.70742487708699,36.93748021349404,40.931489582560516,43.41717652390657,36.93748021349404,,,,,-48.11320754716983,19.841886583715127,6.413020873857507,,,,,0,0.34079075074718096,,61.36767669816755,296.4,322.4,303.11,2.0,322.4,1.0,0.0,1.0,0.0,0.0602325062034738,0.0,-0.04221680672268915,-0.004675555944859839,-0.016704400126466457,0.21441599042266093,0.0,0,0,100
195,2021-07-15 07:00:00,309.33,324.33,301.32,316.11,2185210.8398,0.036543522538337314,0.005444307361361563,-0.025654907815614185,,,,,,-0.017351554838505447,,,,,,0.011718343976102046,-0.04203780781554297,20486.76103208936,2244.6988348875543,,,,0.004135088599357309,,,,0.11634786042508934,0.04457309164531344,29386.4379946854,0.23578874831638036,0.01554960758848789,0.0727911170162285,,,7.142857142857143,42.85714285714286,35.714285714285715,0.29465449804432997,29.836149193758402,33.918906732864485,53.57287104103222,13.74052549294324,27.846333360606913,62.28415421176056,41.61281916554153,39.64362192298139,58.622252435984606,41.61281916554153,,,,,-37.56289308176097,20.068180399164046,6.348480085781547,,,,,0,0.547903634767579,,52.58302386367773,303.11,329.11,303.11,1.0,276.44,6.0,1.0,0.0,-0.08758785919303232,0.0,-0.04132492486792574,0.0,-0.0067098606806261256,-0.012431774166591391,0.21441599042266093,0.0,0,0,0
196,2021-07-16 07:00:00,316.12,323.5,301.5,302.88,1456105.4019,0.02698542700885431,-0.005975964078182974,-0.038937355165220254,,,,,,0.0010565240359217947,,,,,,0.03735755792015694,0.02576975322617146,17177.230815118328,1076.7617604507539,,,,0.0008913695918450325,,,,0.11275644009571799,-0.05625990491283683,25862.524803882734,0.22851043223006356,0.016480695543518647,0.07263602746962494,,,0.0,35.714285714285715,35.714285714285715,-0.6018181818181823,-25.051390464405195,33.918906732864485,52.10688902246753,12.623190957608108,25.581960723458497,54.83776804185118,43.560691895158214,40.7036637580646,28.642646725583475,43.560691895158214,0.0,12.902779873775936,,,-64.86108684256509,20.206167513509474,6.671344266214168,,,,,0,0.5331516159775902,,15.108401429670227,289.88,315.88,290.1,3.0,276.44,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005804211612635374,-0.01665649489131313,0.21441599042266093,0.0,0,0,0
197,2021-07-17 07:00:00,302.94,306.71,295.0,300.52,1030879.9611,0.05877875599291125,0.022344602688672884,-0.014089550615565478,,,,,,0.043790762678024654,,,,,,0.028502025061322322,0.051963263676294565,17115.85513472275,402.1412174223074,,,,-0.0018047106626901796,,,,0.12715381849805193,-0.08981099427658729,22635.30397810463,0.21385458450113645,0.01821707665211922,0.038965792626114666,,,0.0,28.571428571428573,28.571428571428573,-0.2066609735269018,-125.17591374839388,25.424818051563054,47.04563543186342,14.533121808191671,24.442637763512,53.606584051347106,39.14012332470767,41.437878128469144,30.15547081255494,39.14012332470767,0.0,12.1273947814864,,,-79.34083601286179,19.59929840540165,6.521795023759368,,,,,0,0.5941167187365415,,-28.473263568259622,288.52,312.52,290.1,2.0,276.44,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005774399738646513,-0.003026238122571342,0.21441599042266093,0.0,0,0,0
198,2021-07-18 07:00:00,300.56,309.18,298.7,302.1,815497.3527,0.04592458599408332,0.007487586891757509,-0.0309494122105683,,,,,,0.03334988414432303,,,,,,0.011816333286045623,0.05515770558471618,16078.447322234986,-215.90961454559493,,,,-0.0033339517152823545,,,,0.11745388280972462,-0.02661370407149938,25216.34857398213,0.2057167769767958,0.019218499551162883,0.03469049983449195,,,71.42857142857143,21.42857142857143,-50.0,0.14694656488549787,-93.48689897647174,27.31154314113037,45.67509703437834,13.93497434378013,24.40666873398112,54.345602989593736,31.196126203922365,37.96564714126275,34.79026107362869,31.196126203922365,8.516427117097708,2.838809039032569,,,-76.16559485530543,18.947919947872965,6.272068834118823,,,,,0,0.7860753987002793,,-45.20514896838509,290.1,314.1,290.1,1.0,276.44,3.0,1.0,0.0,-0.04668721130644611,0.0,-0.03992194637537241,0.0,-0.0021030850829280006,-0.01601076959143417,0.21441599042266093,0.0,0,0,100
199,2021-07-19 07:00:00,302.04,303.94,278.85,280.54,1318041.7074,0.11350721563246302,0.032205746061167634,-0.04909572351012775,,,,,,0.04502031795822341,,,,,,0.055349377221482476,0.15953721903675458,13248.796076872242,-1776.2169132420631,,,,-0.008014449370405553,,,,0.1882025058709812,-0.1302844514151278,22456.039056106085,0.20570315876039325,0.040650734785647666,0.08943466172381825,,,100.0,14.285714285714286,-85.71428571428572,-0.8569151056197697,-215.01377410468328,4.442853825366931,46.00390007689486,20.187985699423567,22.065234509831154,44.03712538549948,22.887216990498615,31.07448883970955,3.7159190853122235,22.887216990498615,0.0,2.838809039032569,,,-97.23630417007358,19.386639951596322,6.910472642616497,,,,,0,0.8453976422901386,,-66.02213112888603,268.54,292.54,268.54,1.0,276.44,2.0,1.0,0.0,0.029818336188277162,0.0,-0.04297464889142368,0.0,-0.03508504696678733,-0.013862071279578834,0.21441599042266093,0.0,0,0,0
200,2021-07-20 07:00:00,280.54,283.6,254.52,264.44,1796600.5803,0.19503210433562945,0.07954923612161506,-0.03593363209239931,,,,,,0.10178112237180464,,0.13782186903586405,,,,0.07962702854549841,0.24013764937225818,11896.679472994298,-3069.8965158566293,,,,-0.012346970832827675,,,,0.2774051642720968,-0.1954318559975798,17029.256604522772,0.20263941430471116,0.0577414341070072,0.10996823476024813,,,100.0,7.142857142857143,-92.85714285714286,-0.5536451169188451,-249.54794138245177,15.574751451009872,35.89705994796604,26.97619081917326,19.705615510486897,38.20866572665531,17.629053384380704,23.90413219293389,14.380979994201203,17.629053384380704,0.0,2.838809039032569,,,-88.39494618624241,20.079022812196587,7.593035400165099,,,,,0,0.957210819202255,,-72.97145056678501,252.44,276.44,307.03,10.0,276.44,1.0,0.0,1.0,0.0,-0.11025692374475456,0.0,-0.045578913931326535,-0.008316648060662705,-0.03133904460279877,0.21441599042266093,0.0,0,0,0
201,2021-07-21 07:00:00,264.43,298.92,261.02,293.26,1740736.0226,0.12411692211915568,0.027968355725294568,-0.06818021066856655,,,,,,0.0454545454545454,,0.07547751753700102,,,,-0.028146647051372944,0.10325308599877234,14890.437226954076,-1629.3203455833077,0.0020947107406225946,,,-0.01010767177308809,,,,0.23227591345599538,-0.09854736411375584,21291.52506001501,0.22191365227920412,0.04807428319693059,0.12923685466821264,,,92.85714285714286,0.0,-92.85714285714286,0.7606860158311335,-118.4304955022115,2.2814837588833234,34.86775567358508,23.455643540350003,22.40924358945337,50.76957783911348,29.65713198979267,23.39113412155733,70.87449688986459,29.65713198979267,77.83950515384797,25.94650171794932,,,-51.48403256105199,21.35194975418255,7.280894003335795,,,,,0,0.8061792200582764,,-71.35756475740519,281.26,305.26,307.03,9.0,313.56,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004144230248788293,0.0019332669804495916,0.21441599042266093,0.0,0,0,0
202,2021-07-22 07:00:00,293.27,298.44,287.3,293.36,1173507.9432,0.06841134146199296,-0.020895827652032004,-0.11020299676605697,,,,,,0.0014657758385601541,,0.0217976941773848,,,,-0.035186411624916675,0.1014141571545439,15237.2668761719,-902.9774482218985,-0.00616880108801242,,,-0.010507736059958505,,,,0.21561125456322985,-0.07758385601308969,25284.498848854655,0.20599243486213725,0.04465358455701253,0.03797382056176706,,,85.71428571428572,28.571428571428573,-57.142857142857146,0.008078994614006458,-57.37572066961526,2.2814837588833075,42.35016122987712,22.525120063374835,21.52023249814096,50.8069448282915,52.10430763802316,33.130164337398845,71.05744603000367,52.10430763802316,78.0710669959073,51.97019071658509,,,-51.358797745773316,20.622524771740935,7.029767102447823,,,,,0,1.0749154701652295,,-72.026584658186,281.36,305.36,307.03,8.0,313.56,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006616674449042804,0.01108925646945258,0.21441599042266093,0.0,0,0,100
203,2021-07-23 07:00:00,293.39,301.5,281.01,299.27,1640999.5389,0.06635596334244155,-0.016977979750727207,-0.10031192284389596,,,,,,0.006833294349584042,,0.020290541587951485,,,,-0.05081794270820858,0.06773529875076961,19226.15848291387,851.3076922824125,-0.01350037227338621,,,-0.009119480112229095,,,,0.2172744939597542,-0.032311959100477884,30268.520470478175,0.18750130770232223,0.0416669715465844,0.06846660206502493,26.630107013547768,,78.57142857142857,21.42857142857143,-57.142857142857146,0.2869692532942896,-44.06523927218496,7.355475830120863,50.018250501583914,23.120560418059508,19.952343389186332,53.073891237068175,77.49410912653371,53.085182918116516,90.55038445973287,77.49410912653371,100.0,85.30352404991842,,,-43.95742016280529,20.613058716616585,6.887779836474282,,,,,0,1.0061865121969338,,-69.87668555283797,287.27,311.27,307.03,7.0,313.56,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013785249242194242,0.014294498966721466,0.21441599042266093,0.0,0,0,0
204,2021-07-24 07:00:00,299.29,307.79,295.43,301.56,1438901.3811,0.05144071844120811,-0.037246319140470024,-0.12593335672214817,,,,,,-0.02755670513330681,,-0.017553335173268035,,,,-0.05144865745741169,0.04615238853201447,19041.55342965634,1460.728565755568,-0.01889575914645516,,,-0.007507772768417397,,,,0.20022279183847877,-0.025998142989786362,34810.19200921874,0.19364440922179949,0.044343518790839045,0.040986868284918467,24.847256741529076,,71.42857142857143,14.285714285714286,-57.142857142857146,0.1836569579288009,4.96343704142114,1.6702032052860742,51.550608373034656,22.075732650533,21.35042753124429,53.95923648342516,83.30423083779654,70.96754920078446,88.30486202365306,83.30423083779654,100.0,92.69035566530243,,52.57064559959438,-41.089542892924236,20.023554522572542,6.639990225020739,,,,,0,0.9735419391829584,,-66.16954990394795,290.56,312.56,307.03,6.0,313.56,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010579477140467598,0.0120003819075238,0.21441599042266093,0.0,0,0,0
205,2021-07-25 07:00:00,301.53,304.44,292.34,302.56,1083557.277,0.025005718515611685,-0.001282390269699059,-0.027570499055009804,,0.010982945531464389,,,0.010982945531464389,-0.026804600740349068,0.010982945531464389,-0.007655752880097288,,0.02779682817733144,0.011187970181334229,-0.042951575130317915,0.021808189166730822,21447.04991302066,2360.076467300035,-0.0208155364818504,,,-0.004981520330542215,,,,0.1955195206590787,-0.0447845055526177,38276.43700191699,0.17921836154907553,0.013144054392655384,0.03999206768905349,23.383168141453755,,64.28571428571429,7.142857142857143,-57.142857142857146,0.08512396694215105,3.212114807023769,4.350016340474607,46.506942040443654,22.23314676295816,20.3794900964661,54.364141856106194,89.22428820488888,83.34087605640637,88.81761813128071,89.22428820488888,100.0,100.0,,54.88661020109754,-39.83719474013776,19.45758634238879,6.430984380747221,,,,,0,0.02711321017907394,0.9113753236758777,-56.43659800654802,291.56,313.56,307.03,5.0,313.56,1.0,0.0,1.0,0.0,0.0212253603775993,0.0,-0.036556425171866656,0.003647478282613017,-0.012112077840923573,0.21441599042266093,0.0,0,0,100
206,2021-07-26 07:00:00,302.56,328.0,301.0,304.0,2575554.2802,-0.02267634688247,-0.047203947368421505,-0.07173154785437301,,-0.04157714346349793,,-0.0392015762816462,-0.03939254385964961,-0.07968750000000008,-0.03939254385964961,-0.059490851573207534,,-0.025919133771929604,-0.04137308998302203,-0.03568609022556383,-0.0005263157894741404,14755.955714090562,406.83902416857705,-0.02223389001349499,,,-0.002704598033545354,,,,0.18069384873541852,0.0036842105263158046,46567.34559046054,0.24312875872033549,0.012263800242975744,0.08881578947368421,22.765183125133596,,57.142857142857146,0.0,-57.142857142857146,0.05333333333333325,86.15694543050189,14.731377912971535,56.65694434480301,20.042830623060983,26.968203758623975,54.97816032571946,75.34926113698191,82.62592672655576,48.92530325601193,75.34926113698191,100.00000000000001,100.0,,54.205662185054294,-32.66194882961351,19.996330175075304,6.577740189169508,,,,,0,0.04667819783506496,0.9008157408651591,-39.426967387043156,293.0,315.0,307.03,4.0,315.0,1.0,0.0,1.0,0.0,0.02570158730158738,0.0,-0.036384210526315706,-0.0031942256231941497,0.00618844454849481,0.21961599042266083,-1.0,0,0,100
207,2021-07-27 07:00:00,304.0,318.41,297.61,313.48,1678708.0635,0.019034135570163913,-0.012236825315810024,-0.043507786201783964,,-0.017225371868576016,,-0.01679847451795293,-0.015093998553868998,-0.05657458211050151,-0.015093998553868998,-0.033614431563251626,,-0.005605354940240681,-0.01716416886536286,-0.04779707978636236,-0.04573360797681229,17126.28050526279,484.3953135327223,-0.025456782913398687,,,-0.00015872860073462656,,,,0.1735271537492421,0.04134235038917965,50514.167165369414,0.2189351005447524,0.015635480442986946,0.06635192037769558,21.965528351952493,,50.0,92.85714285714286,42.85714285714286,0.45576923076923137,78.91147678961678,11.5700163005982,54.60845116429147,19.759890944765196,24.930586466006655,58.89882730772224,68.94757661905997,77.84037532031026,69.09980846988725,68.94757661905997,100.0,100.0,,59.537100896487104,-19.760479041916145,20.053735162569925,6.3971338402991975,,,,,0,0.4676497740199961,0.8929306578459054,-2.848587875820642,302.48,324.48,307.03,3.0,332.58,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004632535269928545,-0.0005823154540023677,0.21859519164761937,-1.0,0,0,0
